HID1,HID2
65018,55049
151924,135275
126706,134453
126706,133704
131893,132189
27794,27546
27794,27308
141729,85326
108546,107575
131089,131443
131089,38118
131089,131355
131089,131304
131089,130921
74392,93625
74392,79890
41827,41420
41827,31770
41827,41790
41827,41673
138221,137231
99244,99582
42841,43030
61287,61518
33645,33431
96745,107095
4470,4666
68599,69054
68599,46
68599,69618
68599,69727
68599,69230
87947,87727
87947,71949
127856,126807
125322,124916
125322,125797
125322,34624
125322,130612
106450,105760
106450,106762
25867,44641
134529,133604
60848,60816
60848,60833
60848,60788
46910,47758
46910,47923
46910,6114
88561,80000
68393,68822
134040,134238
77464,77116
26612,26833
73416,74078
122995,122815
122995,125515
59434,58752
59434,59327
59434,58579
59434,58849
107142,106686
86879,85965
11251,11468
11251,16260
105816,105880
105816,106529
73549,73494
73549,72810
73549,72926
148751,148928
148751,1538
128519,129079
90512,90451
143888,143743
51437,64111
140298,140084
140298,140142
140298,140538
140298,140299
6878,14979
14765,14701
14765,14836
14765,14407
92769,93105
92769,92446
92769,92582
155012,155129
104837,102724
121550,142881
125427,130729
53944,54106
121873,122102
121873,122155
81778,81787
76057,75931
80537,80458
152781,79062
122136,103037
122136,110077
64855,65098
64855,64787
64855,51782
153304,74156
153304,153543
5223,45320
33153,32831
70983,70217
70983,70655
30296,30778
145951,146379
145951,96766
70010,70080
120825,125921
120825,121045
4022,3869
4022,4604
4022,3893
4022,4372
104559,98961
104559,120350
104559,105216
104559,105089
99943,99278
99943,99167
99943,99559
99943,99205
99943,99292
63917,63240
63917,63244
63917,63574
63917,63891
72140,71975
42890,43053
5987,5441
110654,112622
110654,110867
109883,109646
122680,123119
51270,51817
51270,51776
39588,39371
39588,40380
39588,39555
39588,39792
41344,41420
123487,123213
123487,123684
123487,123207
123487,123801
138624,138688
138624,138818
138624,137495
138624,138681
138624,138113
138624,138766
138624,138415
88232,78206
88232,86998
61890,61878
61890,54106
61890,65242
61890,62434
66221,66027
66221,65128
66221,65285
81249,81491
81249,827
81249,59668
81249,67045
81249,67951
38919,38306
36270,49727
133165,132507
133165,132684
150213,25646
103056,102506
66836,66833
154143,154199
154143,153839
152070,152966
152070,152135
152070,152740
152070,152225
152070,152072
90937,91134
90254,89664
90254,89714
90254,90428
90254,90849
102759,103286
102759,103532
102759,116443
140841,140736
140841,40467
140841,138915
140841,140599
3893,4802
3893,3535
3893,2722
3893,4368
3893,4460
3893,3610
131429,128491
52949,52470
52949,52595
52949,52555
16353,16651
16353,16558
45753,45517
16985,18006
16985,17751
16985,17968
16985,17962
142335,138903
47756,47531
47756,47066
47756,48150
4290,2140
4290,2245
4290,4650
4290,4712
109001,108849
153936,153954
153936,154150
70595,70747
92390,92679
92390,132342
59513,59220
59513,75355
72649,73387
64623,64652
5313,45646
67103,69106
128457,129463
128457,128834
102512,102921
102512,102866
102512,103491
102512,103117
8165,8388
8165,7773
8165,7922
8165,25615
147920,149469
147920,147928
147920,45021
147920,148636
120249,105843
120249,120316
120249,113608
144376,120778
144376,136599
153760,153797
117490,117519
117490,113234
117490,120105
74076,73824
11103,10135
11103,15700
11103,13896
11103,16173
24920,24975
24920,25025
69292,68126
35764,38317
113291,113449
113291,113241
113291,113736
113291,113872
95411,95168
95411,95548
95411,94944
140016,139732
100586,119339
88089,87803
88089,81543
59863,59886
59863,59832
152394,152532
72086,72175
5101,6157
5101,5375
77653,76917
112703,110664
112703,112483
112703,113685
112703,112810
112703,112984
42724,42635
77439,77080
77439,83687
77439,77456
87074,87059
87877,87923
68537,55830
68537,69397
74110,73792
77414,77355
41711,41863
16796,16743
110560,110211
103663,104070
103663,119503
103663,103683
92383,133538
92383,92679
92383,93154
88648,79275
88648,88785
73358,73932
73358,73140
73358,73507
73358,73773
52677,52887
52677,52136
50854,50905
50854,50806
50854,50255
82527,83264
32312,32599
17096,17857
85064,84885
85064,85024
73995,73762
30677,29617
12385,12100
22946,91129
66792,66034
146904,98541
146904,146845
69199,68220
88352,87838
88352,88283
130019,130831
134602,134764
67840,68097
148268,1641
99182,99546
99182,99629
39410,42766
111947,111883
98962,97809
111418,112328
111418,111948
111418,111182
133684,94765
133684,74773
89222,89397
34914,113277
5169,5201
127360,126592
142775,141335
6901,6933
97091,97128
97091,96636
76841,76326
1800,68827
1800,1019
112191,112154
112191,112269
145575,145047
145575,144968
129778,117293
145254,74611
139769,139806
4564,3683
4564,4002
4564,4458
4564,4358
52891,52728
147196,146228
147196,146497
147196,146489
147196,96596
147196,147026
147196,146258
35158,151510
114729,114845
114729,109985
114729,114660
114729,115509
132618,132465
17673,18277
72299,71581
27631,27592
147428,147695
68080,68122
31837,40717
91565,91387
116260,116057
116260,117114
116260,122280
58558,58234
88342,88196
88342,88304
88342,87720
50759,50877
8622,8426
8622,8109
8622,7925
8622,7039
8622,8661
8622,7945
8622,8115
8622,8482
104191,105662
104191,105199
104191,106814
104191,107187
104191,96315
91271,91356
58572,58268
58572,58281
127819,127580
78889,78897
78889,75997
78889,83484
78889,59030
26136,26937
26136,26280
24354,24837
24354,24796
24354,24550
24354,24836
59914,59691
59914,273
59914,67762
13144,13352
149365,9420
149365,148902
149365,149257
149365,149364
36235,37391
36235,35751
36235,37643
36235,151268
19237,18714
19237,19529
120786,121356
120786,121158
120786,120970
120786,121387
130483,129940
66443,66872
66443,65872
107883,108322
107883,108276
90752,90862
136355,136419
29663,152153
55886,56106
55886,56162
55886,63101
55886,56458
15148,7045
131783,131898
54998,55069
47268,47026
83641,62810
83641,77932
83641,77509
83641,77748
98942,95627
23545,24056
23545,24608
19220,19331
19220,19636
19220,19128
19220,19359
149903,150111
149903,26882
89194,89117
89194,89220
40880,153403
41124,40612
41124,144332
119268,119062
109931,79497
109931,114501
109931,109793
108760,124023
108760,124090
139738,139827
11003,11543
146165,96588
2210,2977
57130,57546
49738,47786
9137,9912
9137,9072
82843,82848
15704,11044
15704,15299
99122,99529
22353,23691
27555,27967
96569,96528
102030,118042
122721,123119
130928,131515
130928,42838
130928,42955
130928,130990
122378,129870
150902,151566
36411,36331
23901,97983
155182,155372
155182,155487
39942,40100
39942,39550
139015,139159
139015,132874
59177,88444
23877,23306
23877,23621
88806,88554
131422,133279
131422,131587
40548,40116
22321,22898
22321,22359
22321,154808
22321,23310
59817,59923
59817,81947
59817,59648
56297,64191
64595,64727
64595,64441
64595,65983
119520,118684
119520,112471
119520,118474
119520,118540
148593,148880
148593,148520
148593,148777
148593,149287
112442,118478
112442,119073
115323,127216
115323,122515
115323,110195
115323,115458
115323,114992
103571,102724
124905,125163
124227,123424
89776,89030
1748,1234
73165,73990
143923,144533
126256,126300
126256,126117
126256,127839
126256,125966
126256,92238
136586,143439
20562,20810
20562,20598
108924,124253
108924,123230
108924,107871
22964,89765
22964,22744
22964,23388
22964,22154
22964,23326
33356,32408
33356,32672
118407,112826
118407,112719
48147,8690
48147,48544
39229,38525
28858,28967
34297,32407
34297,32579
6099,6110
5290,6801
5290,12688
5290,5593
26472,25879
67937,70067
67937,69575
140179,140857
140179,140652
122933,123081
122933,123028
143256,143473
21052,20688
21052,19333
14895,15129
14895,2273
137420,137510
32112,32079
68179,68722
35414,28474
35414,34638
38533,38457
84684,83997
89842,90405
89842,90042
138489,138585
138489,138640
136657,136214
136657,135968
81013,70640
81013,81142
81013,60367
41531,41464
45803,5210
144315,135282
10291,10267
16570,16768
145926,146577
28389,33530
29795,29332
132469,133507
132469,132519
35618,36367
64173,63740
138223,138424
138223,138426
126419,126975
29348,135133
14587,6401
14587,8573
94797,94179
94797,93990
44733,5840
44733,5124
15489,15662
15489,15620
25245,26915
25245,26759
54042,54235
54042,53662
18604,18564
18604,18524
18604,18719
18604,18440
18604,18441
18604,18748
18604,19059
18604,18821
18604,16984
20865,20969
38354,38024
97782,97828
7053,14667
71360,71132
71360,81060
55961,61849
924,724
924,83775
924,81887
924,722
87002,87394
59407,55294
62027,62348
150632,150703
150632,150594
44430,5868
44430,45169
44430,44005
44430,45529
44430,44728
50611,31504
74454,136592
74454,74218
66270,66409
116222,116187
105717,106275
15264,15408
17816,17225
17816,17733
17816,17487
66415,66576
66556,56887
66556,66069
66556,66782
153274,152845
70502,70408
70502,71448
887,713
887,84417
54081,53257
54081,53840
54081,54225
54081,53766
54081,54260
42627,53759
42627,42639
42627,62514
42627,42513
47913,48977
47913,49334
105037,104901
57061,57668
57061,57352
57061,78370
22313,22816
22313,24101
106888,106044
37156,37681
21993,21889
21993,22064
114119,114320
114119,114254
108555,107516
2113,46807
64610,64765
64610,64512
70463,70605
46839,7780
46839,46705
145402,31782
81184,80796
140683,140067
15742,15226
15742,11136
15742,11435
15742,16136
10799,11521
119523,113019
119523,118468
122327,24693
122327,106747
122327,23887
122327,103357
14816,14707
150563,38501
150563,150668
82628,82834
82628,83446
67049,59831
67049,67354
89196,22862
109861,109438
109861,109765
109861,128801
23195,154593
23195,23009
50709,50609
70024,2146
3077,69525
135473,135495
4042,4938
4042,69900
16291,18676
121298,144036
153259,153539
153259,153149
153259,153376
153259,153171
153259,74116
153259,91232
153259,153301
21256,21304
21256,21352
21256,21215
76056,76672
76056,74989
56074,66302
106950,106310
88873,136068
66439,66387
66439,66867
66439,64820
77637,78118
77637,78176
77637,77545
99873,99183
99873,94242
112735,114108
112735,113266
27960,33771
27960,27938
27960,27582
129345,129342
90231,89478
90231,90813
3540,4672
120307,102854
147597,147435
147597,147220
147597,89616
12664,12740
12664,12789
12664,12828
57152,57663
90665,90462
152602,152769
152602,40996
33422,139791
33422,33450
92933,92543
65154,65132
87769,88392
87769,87675
4414,4030
4414,4226
4414,4933
4414,3456
35358,35304
56843,56201
45858,5154
45858,83655
45858,77602
78806,78685
78378,56807
55396,55092
91043,90518
91043,90905
98991,97558
98991,98637
46168,46179
90315,90806
110863,118224
110863,114190
110863,110695
110863,125626
129885,130256
107064,106770
107064,105621
28004,28289
87095,87216
87095,88051
87095,86975
32846,32681
32846,32441
32846,32819
32846,33150
57129,55883
57129,57353
57129,57182
26768,25308
26768,150093
88511,88683
72951,73452
72951,73762
131298,131579
131298,125856
6316,5386
6316,6185
6316,3966
10376,16107
10376,10450
72945,71117
72945,73537
15710,14901
15710,15188
41627,61539
28494,28597
28494,28971
28494,43173
28494,28253
144921,144533
140770,139368
140770,140879
140770,140152
140770,140564
45493,45101
45493,45451
49082,49779
128803,128796
13046,13084
13046,13525
73275,74001
73275,51728
73275,73080
73275,73838
28533,28106
124329,124048
124329,124337
119391,113137
119391,118773
40677,40875
134939,137000
132026,131945
106851,95283
144870,29931
144870,144713
144870,144601
138683,138781
138683,138514
5546,5714
5546,5351
9239,9463
8997,7061
45539,43725
45539,5427
152706,153003
152706,145179
101030,100697
101030,100677
101030,124704
101030,131146
3465,4904
79603,79206
79603,79075
85990,86090
75126,75686
75126,78717
75126,76481
27434,27503
27434,25533
138922,139535
30815,30448
30815,31128
105521,107069
105521,113283
135083,135031
135083,135245
4291,7257
41976,42127
41976,52178
31943,52108
31943,31781
80822,80847
80822,80581
14785,12856
32355,32749
118660,118523
118660,119377
5594,5163
5594,43722
9313,5714
9313,1169
21114,21172
21114,21234
21114,21157
23125,24204
10682,8480
22446,155418
22446,22168
22446,155618
52098,52812
101773,101907
101773,102528
40722,41032
40722,40857
40722,52642
133642,134331
133642,133857
99162,99702
36059,25786
36059,35748
36059,35772
36059,37120
36059,36441
36059,38457
114385,114801
114385,114603
114385,114535
124854,124777
92355,92211
92355,92617
92355,92536
92355,92967
3101,4082
3101,2401
8685,8080
68115,919
68115,68347
68115,68710
5491,8767
5491,6092
5491,7280
5491,5014
102430,101391
93627,124813
94137,94372
94137,88843
94137,99852
125232,123753
94100,94342
94100,93850
5389,5164
69434,69945
69434,69854
69434,6024
69434,69903
33929,34025
33929,33827
95181,95874
95181,95767
95181,94877
93587,80859
93587,93199
83446,83539
83446,83603
134496,133791
134496,134586
6791,6622
6791,7341
141531,86929
32047,32086
32047,32146
32047,32048
32047,42016
154442,154839
4405,68695
4405,3742
131513,131200
131513,131338
64025,64269
64025,63767
64025,63556
93720,129388
93720,99932
100651,107779
100651,108133
100651,130653
85015,84965
80260,61473
95095,95770
95095,96499
95095,95838
23799,23290
96043,107261
17789,17449
17789,10525
17789,18126
113970,113586
49172,48095
49172,49509
75714,76938
116118,106740
116118,116157
116118,105945
116118,124759
116118,107013
116118,103720
23355,24069
23355,23863
23355,23587
23355,23426
23355,23108
23355,23455
109342,109316
109342,109187
506,272
506,63
112707,112933
35671,36499
131784,131815
131784,131625
111794,110915
35865,35722
35865,36266
115675,102577
115675,115630
115675,116646
115675,116935
115675,117211
115675,115679
115675,115866
115675,117225
67098,67730
67098,77476
76186,75591
76186,76391
76186,78364
76186,78780
66777,65954
66777,66473
66777,66847
66777,66341
27159,27835
92313,92166
79080,79125
79080,79833
52446,52629
136099,136615
154324,23596
154324,154307
154324,154670
17108,17766
17108,17205
17108,17170
9893,9847
9893,9354
87584,87498
111261,111543
141017,40571
96819,97362
96819,96438
96819,97229
128127,128098
128127,129358
83319,83271
73347,73940
100593,100703
48655,48068
48655,48638
48655,9027
48655,47403
67345,75129
24538,24409
60889,71507
60889,135965
60889,86345
20102,20061
91303,91289
99315,99553
99315,99617
102683,125575
129497,129390
129497,129279
129497,128716
124612,123453
8176,7729
8176,5135
131126,131141
146448,146061
146448,145933
32137,31504
14305,13154
71031,70590
71031,60864
66962,64741
66962,66104
107626,108265
109520,109190
109520,109544
128823,128888
128823,128930
101914,102232
53031,53598
26371,26231
26371,49098
26371,26982
26371,25400
128319,128174
40928,41100
89156,89765
89156,96170
119251,118435
55785,57026
55785,55834
55785,63329
25942,37345
12303,12666
89479,89178
89479,89617
42930,43331
42930,43209
42930,43115
42930,42970
42930,139856
42930,43155
58311,58364
102852,103183
102852,122128
102852,103333
102852,103510
61738,73106
61738,70823
94508,93894
94508,99040
94508,93830
94508,94152
133854,133670
133854,133615
133854,133856
133854,79660
116585,116827
116585,116870
116585,116825
116585,116908
77582,74886
77582,78188
77582,77874
77582,56192
58583,58869
58583,59229
58583,59502
104847,110994
146559,146236
15825,15322
137779,138107
106394,106404
137827,137868
95519,95060
95519,105694
95519,95490
98958,97657
121845,121573
121845,121882
121845,112967
35696,38537
20397,20383
20397,20245
87345,85249
66631,66314
66631,65740
90097,88941
90097,89617
141178,141160
141178,141994
124960,125417
124960,122981
124960,111460
19194,19187
99294,94386
20499,20423
95906,95850
79865,79550
47962,48309
43085,43249
53075,54192
53075,53403
53075,53126
53075,42251
53075,53759
53075,53459
53075,54354
53075,53744
136963,136927
33039,32281
33039,33184
33039,32661
105340,105302
132288,131898
9502,149124
9502,9742
95144,95541
27069,33762
27069,33379
29800,29797
66067,66648
66067,65673
28863,29056
28863,28758
28863,28882
28863,100925
43288,43074
43288,43003
43288,43080
43288,43610
54890,54929
114927,114965
136647,136210
71580,72306
71580,72130
