X1,serial,x,y,naics,street,city,state,zip,naics_essential_classification,naics_classification_notes
227307,227307,-82.598904,29.771676,531210,24026 NW 126TH LANE,HIGH SPRINGS,FL,32643,Essential,(pg. 14)
227309,227309,-82.3325356545798,29.650266,NA,2ND AVE STE A,GAINESVILLE,FL,32601,NA,NA
227335,227335,-82.5214905,29.535057,531130,16881 SW ARCHER ROAD,ARCHER,FL,32618,Essential,(pg. 14)
227338,227338,-82.438812,29.605365,237210,5230 SW 91ST DRIVE C,GAINESVILLE,FL,32608,Nonessential,NA
227382,227382,-82.402443,29.697678,721310,4632 NW 56TH DRIVE,GAINESVILLE,FL,32606,Essential*,"Hotel, motel, other commercial lodging establishment workers. (pg. 15)"
227457,227457,-82.1848725,29.659797,561730,908 NE COUNTY ROAD 234,GAINESVILLE,FL,32641,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
227461,227461,-82.2942405,29.626794,236220,2418 SE 30TH PLACE,GAINESVILLE,FL,32641,Essential,(pg.15)
227464,227464,-82.3520925,29.707767,921120,5701 NW 34TH BLVD,GAINESVILLE,FL,32653,Essential,(pg. 14)
227484,227484,-82.4114115,29.698227,511210,6415 NW 47TH PLACE,GAINESVILLE,FL,32653,Essential,(pg. 13)
227517,227517,-82.330891869803,29.6530840622292,621492,150 NW 6TH ST,GAINESVILLE,FL,32601,Essential,(pg. 1)
227518,227518,-82.32273,29.652228,921120,222 EAST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 14)
227590,227590,-82.3230405,29.666826,448310,200 NE 16TH AVE,GAINESVILLE,FL,32601,Nonessential,NA
227597,227597,-82.3950225,29.618028,111421,4000 SW 47TH ST LOT F15,GAINESVILLE,FL,32608,Essential*,"Employees of companies engaged in the production, storage, transport, and distribution of... substances used by the food and agriculture industry, including seeds (pg. 4)"
227598,227598,-82.32318,29.6519500000001,NA,PO BOX 2703,GAINESVILLE,FL,32602,NA,NA
227630,227630,-82.5401115,29.897136,541320,18508 NW 262ND AVE,ALACHUA,FL,32615,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
227640,227640,-82.35927,29.655135,531210,409 NW 24TH ST,GAINESVILLE,FL,32607,Essential,(pg. 14)
227724,227724,-82.36733,29.62397,NA,NA,GAINESVILLE,FL,32608,NA,NA
227726,227726,-82.451934,29.663856,445110,10341 NW 13TH AVE,GAINESVILLE,FL,32606,Essential,(pg. 3)
227735,227735,-82.39608,29.670426,541310,4926 NW 19TH PLACE,GAINESVILLE,FL,32605,Essential,(pg. 14)
227768,227768,-82.08333,29.587428,813110,7220 SE 225TH TERRACE,HAWTHORNE,FL,32640,Essential*,For essential support (pg. 14)
227790,227790,-82.4122215,29.663739,621111,6510 NW 9TH BLVD 1,GAINESVILLE,FL,32605,Essential,(pg. 1)
227807,227807,-82.37799,29.734299,NA,8401 NW 13TH ST,GAINESVILLE,FL,32653,NA,NA
227824,227824,-82.31112,29.68191,711310,3111 NE 11TH TERRACE,GAINESVILLE,FL,32609,Nonessential,NA
227834,227834,-82.494594,29.562768,453998,14236 SW 100TH AVE,ARCHER,FL,32618,Nonessential,NA
227845,227845,-82.421982,29.653695,621111,101 NW 75TH ST 3,GAINESVILLE,FL,32607,Essential,(pg. 1)
227859,227859,-82.334484,29.658843,813319,901 NW 8TH AVE D5,GAINESVILLE,FL,32601,Essential*,"Public agency workers responding to abuse and neglect of children, elders, and dependent adults. (pg. 3)"
227898,227898,-82.3423005,29.612835,624190,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
227905,227905,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
227939,227939,-82.342323,29.611683,624190,4400 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
227952,227952,-82.5920297991904,29.8282201185547,561990,320 NE 4TH AVE,HIGH SPRINGS,FL,32643,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
227968,227968,-82.3849040697867,29.6725829490416,311213,2135 NW 40TH TERRACE D,GAINESVILLE,FL,32605,Essential,(pg. 3)
227995,227995,-82.395234,29.694249,237990,4352 NW 49TH ST APT 106,GAINESVILLE,FL,32606,Essential,(pg.15)
228005,228005,-82.29546,29.680524,813110,3019 NE 20TH WAY A,GAINESVILLE,FL,32609,Essential*,For essential support (pg. 14)
228025,228025,-82.519461,29.528793,721199,13624 SW STATE ROAD 45,ARCHER,FL,32618,Essential,(pg.15)
228067,228067,-82.3238499,29.66475,541720,PO BOX 5001,GAINESVILLE,FL,32627,Essential*,"Workers who perform critical clinical research, development, and testing needed for COVID-19 response. (pg. 1)"
228089,228089,-82.439181,29.606022,524210,5211 SW 91ST TERRACE,GAINESVILLE,FL,32608,Essential,(pg.16)
228092,228092,-82.553742,29.654334,621111,19913 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential,(pg. 1)
228103,228103,-82.4934915,29.859003,485310,22204 NW COUNTY ROAD 241,ALACHUA,FL,32615,Essential,(pg. 9)
228126,228126,-82.372563,29.614914,453998,4110 SW 34TH ST 4,GAINESVILLE,FL,32608,Nonessential,NA
228147,228147,-82.389294,29.68587,446199,3600 NW 43RD ST C2,GAINESVILLE,FL,32606,Essential,(pg. 1)
228148,228148,-82.3919535,29.659167,541110,4545 NW 8TH AVE B,GAINESVILLE,FL,32605,Essential,(pg.15)
228155,228155,-82.4370525,29.615553,621111,8816 SW 42ND PLACE,GAINESVILLE,FL,32608,Essential,(pg. 1)
228178,228178,-82.4360805,29.644443,711510,820 SW 88TH ST,GAINESVILLE,FL,32607,Nonessential,NA
228218,228218,-82.6073415,29.786247,237110,14207 NW STATE ROAD 45,HIGH SPRINGS,FL,32643,Essential,(pg. 8)
228223,228223,-82.448424,29.670597,541611,1858 NW 100TH WAY,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
228283,228283,-82.495773,29.653749,722511,14225 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
228292,228292,-82.276821,29.709144,722515,5921 NORTH COUNTY ROAD 225,GAINESVILLE,FL,32609,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
228311,228311,-82.3944735,29.665827,NA,1429 NW 48TH TERRACE,GAINESVILLE,FL,32605,NA,NA
228312,228312,-82.3611825,29.661435,541110,1010 NW 25TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg.15)
228346,228346,-82.3889403845028,29.6709532449023,443141,2005 NW 43RD ST,GAINESVILLE,FL,32605,Essential,(pg. 18)
228386,228386,-82.594434878297,29.8259538526763,423430,232 NE 1ST AVE,HIGH SPRINGS,FL,32643,Essential,(pg.11-12)
228391,228391,-82.34271,29.639799,621210,1600 SW ARCHER ROAD D,GAINESVILLE,FL,32610,Essential,(pg. 1)
228395,228395,-82.327014,29.651904,722410,211 WEST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees (pg. 3)"
228398,228398,-82.2792615754555,29.7372040637305,561990,3208 NE 90TH PLACE,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
228405,228405,-82.3938487,29.6893961000001,722511,4860 NW C,GAINESVILLE,FL,32606,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
228408,228408,-82.5959161,29.8266966,812910,LINDE DAIRY ROAD 7,HIGH SPRINGS,FL,32643,Nonessential,NA
228434,228434,-82.3250763856898,29.6526373200257,NA,2-98 N MAIN ST,GAINESVILLE,FL,32601,NA,NA
228471,228471,-82.4095035,29.661417,621111,6400 WEST NEWBERRY ROAD 302,GAINESVILLE,FL,32605,Essential,(pg. 1)
228494,228494,-82.474713,29.78307,424210,12085 RESEARCH DRIVE,ALACHUA,FL,32615,Essential,(pg. 2)
228505,228505,-82.4109545078176,29.6594880656524,448120,6329 WEST NEWBERRY ROAD A3,GAINESVILLE,FL,32605,Nonessential,NA
228513,228513,-82.495314,29.791395,812910,14040 NW 148TH PLACE,ALACHUA,FL,32615,Nonessential,NA
228568,228568,-82.414782,29.662227,541614,6800 NW 9TH BLVD 3,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
228570,228570,-82.5972124994292,29.8262615343333,448120,25 NORTH MAIN ST,HIGH SPRINGS,FL,32643,Nonessential,NA
228582,228582,-82.1164179433702,29.6637476499734,238990,NORTH HWY 301,HAWTHORNE,FL,32640,Essential*,Workers performing housing construction related activities to ensure additional units can be made available to combat the nation’s existing housing supply shortage. (pg. 18)
228584,228584,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 4146,GAINESVILLE,FL,32610,Essential,(pg. 1)
228602,228602,-82.3960125,29.725632,451120,7714 NW 50TH ST,GAINESVILLE,FL,32653,Nonessential,NA
228612,228612,-82.3569705,29.663703,541618,2331 NW 13TH PLACE,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
228619,228619,-82.3737735,29.638323,611310,3450 HULL ROAD,GAINESVILLE,FL,32607,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
228660,228660,-82.3373325,29.636262,531110,1111 SW 16TH AVE APT 100,GAINESVILLE,FL,32601,Essential,(pg. 14)
228668,228668,-82.3551525,29.712132,541110,6241 NW 23RD ST,GAINESVILLE,FL,32653,Essential,(pg.15)
228688,228688,-82.330524,29.667798,621498,1705 NW 6TH ST,GAINESVILLE,FL,32609,Essential,(pg. 1)
228709,228709,-82.4213205,29.647062,561499,501 SW 75TH ST APT C14,GAINESVILLE,FL,32607,Essential*,Anything needed to support continuation of essential services
228711,228711,-82.3898115,29.624202,337110,3219 SW 40TH BLVD,GAINESVILLE,FL,32608,Nonessential,NA
228718,228718,-82.374561,29.689893,454210,3955 NW 35TH ST,GAINESVILLE,FL,32605,Essential*,Workers supporting... other retail (including unattended and vending) that sells human food (pg. 3)
228750,228750,-82.3674915,29.705625,561730,5526 NW 30TH TERRACE,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
228760,228760,-82.561734,29.662767,711510,20615 NW 10TH PLACE,NEWBERRY,FL,32669,Nonessential,NA
228776,228776,-82.558782,29.756736,541990,11012 NW 202ND ST,ALACHUA,FL,32615,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
228779,228779,-82.313451,29.540475,561499,12415 HWY 441 SOUTH,MICANOPY,FL,32667,Essential*,Anything needed to support continuation of essential services
228797,228797,-82.384803,29.673369,621610,2216 NW 40TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
228800,228800,-82.4344425,29.612574,519190,4421 SW 85TH WAY,GAINESVILLE,FL,32608,Nonessential,NA
228808,228808,-82.3307535,29.668455,NA,1731 NW 6TH STREET SUITE 2E,GAINESVILLE,FL,32609,NA,NA
228854,228854,-82.462104,29.574954,423390,8620 SW 111TH TERRACE,GAINESVILLE,FL,32608,Essential,(pg.15)
228858,228858,-82.496133,29.791278,812112,14115 NW 148TH PLACE,ALACHUA,FL,32615,Nonessential,NA
228859,228859,-82.067571,29.568159,238220,9326 HOLDEN PARK ROAD,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
228884,228884,-82.34271,29.639799,621111,1600 SW ARCHER ROAD H2,GAINESVILLE,FL,32610,Essential,(pg. 1)
228942,228942,-82.376793,29.623293,517210,3606 SW ARCHER ROAD,GAINESVILLE,FL,32608,NA,NA
228943,228943,-82.4808825,29.653344,236220,205 SW 131ST ST,NEWBERRY,FL,32669,Essential,(pg.15)
228984,228984,-82.40679,29.653884,424690,6010 NW 1ST PLACE,GAINESVILLE,FL,32607,Essential,(pg.15)
228993,228993,-82.4958315,29.790567,453310,14720 MAIN ST,ALACHUA,FL,32615,Nonessential,NA
228996,228996,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
229035,229035,-82.5000435,29.656314,453998,315 NW 147TH WAY,NEWBERRY,FL,32669,Nonessential,NA
229040,229040,-82.5529635,29.77641,561990,19654 NW 132ND PLACE,ALACHUA,FL,32615,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
229041,229041,-82.38825,29.67309,423940,4205 NW 16TH BLVD,GAINESVILLE,FL,32605,Nonessential,NA
229043,229043,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
229050,229050,-82.2961160512094,29.6783921274468,561720,2824 NE 21ST WAY,GAINESVILLE,FL,32609,Essential,Definitely essential in hospitals
229081,229081,-82.3424522999999,29.6405544,621111,PO BOX 100296,GAINESVILLE,FL,32610,Essential,(pg. 1)
229083,229083,-82.386531,29.739564,515112,4190 NW 93RD AVE,GAINESVILLE,FL,32653,Essential,(pg. 11)
229100,229100,-82.60263,29.841138,446120,20303 NORTH US HWY 441 UNIT 110,HIGH SPRINGS,FL,32643,Nonessential,NA
229128,229128,-82.324143,29.653479,812112,200 NE 1ST ST,GAINESVILLE,FL,32601,Nonessential,NA
229135,229135,-82.438722,29.606994,541611,5100 SW 91ST TERRACE,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
229136,229136,-82.4968353,29.7924051000001,561110,13709 PRGREFL BLVD 26,ALACHUA,FL,32615,Essential*,Anything needed to support continuation of essential services
229139,229139,-82.324152,29.630025,238320,205 SE 16TH AVE,GAINESVILLE,FL,32601,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
229150,229150,-82.145853,29.639583,112990,1227 SE 163RD ST,HAWTHORNE,FL,32640,Essential,(pg. 4)
229154,229154,-82.4259015,29.640879,561990,7805 SW 13TH ROAD,GAINESVILLE,FL,32607,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
229162,229162,-82.4048960912454,29.6596526139416,621999,63217 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Essential,(pg. 1)
229164,229164,-82.293633,29.496726,541850,17035 SE COUNTY ROAD 234,MICANOPY,FL,32667,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
229183,229183,-82.5147225,29.817405,454210,17701 APRIL BLVD,ALACHUA,FL,32615,Essential*,Workers supporting... other retail (including unattended and vending) that sells human food (pg. 3)
229207,229207,-82.336131,29.674215,NA,1102 NW 23RD AVE,GAINESVILLE,FL,32609,NA,NA
229220,229220,-82.3539015,29.685393,561730,3516 NW 21ST DRIVE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
229240,229240,-82.421892,29.645757,541512,703 SW 75TH ST APT 104,GAINESVILLE,FL,32607,Essential,(pg.12)
229292,229292,-82.3988025,29.701332,541613,5206 NW 50TH LANE,GAINESVILLE,FL,32653,Essential*,Anything needed to support continuation of essential services
229306,229306,-82.428102,29.615418,531210,4222 SW 80TH ST,GAINESVILLE,FL,32608,Essential,(pg. 14)
229317,229317,-82.4497425,29.687328,561740,3715 NW 97TH BLVD B,GAINESVILLE,FL,32606,Nonessential,NA
229368,229368,-82.329183,29.65707,624190,423 NW 6TH PLACE,GAINESVILLE,FL,32601,Essential,(pg. 1)
229369,229369,-82.0860705,29.588877,813410,22118 SE 71ST AVE,HAWTHORNE,FL,32640,Nonessential,NA
229402,229402,-82.4291325,29.680398,561990,8203 NW 31ST AVE APT F37,GAINESVILLE,FL,32606,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
229432,229432,-82.477242,29.62818,812113,2710 SW 125TH ST,ARCHER,FL,32618,Nonessential,NA
229438,229438,-82.3423005,29.612835,624190,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
229448,229448,-82.6122105,29.850849,442299,25203 NW 210TH LANE,HIGH SPRINGS,FL,32643,Nonessential,NA
229469,229469,-82.34113,29.64973,611310,1 UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
229488,229488,-82.451844,29.777904,423850,13510 MARTIN LUTHER KING BLVD,ALACHUA,FL,32615,Essential,(pg. 19)
229506,229506,-82.4829615,29.654289,238990,13226 SW 1ST PLACE,NEWBERRY,FL,32669,Essential*,Workers performing housing construction related activities to ensure additional units can be made available to combat the nation’s existing housing supply shortage. (pg. 18)
229507,229507,-82.4227605,29.658033,561499,600 NW 75TH ST A,GAINESVILLE,FL,32607,Essential*,Anything needed to support continuation of essential services
229512,229512,-82.39617,29.693322,812112,5005 NW 43RD AVE APT 101,GAINESVILLE,FL,32606,Nonessential,NA
